DATE,CPALTT01USM657N
1989-12-01,0.1588562351072289
1990-01-01,1.03092783505156
1990-02-01,0.4709576138147589
1990-03-01,0.546874999999992
1990-04-01,0.1554001554001759
1990-05-01,0.2327385570209168
1990-06-01,0.5417956656347079
1990-07-01,0.384911470361808
1990-08-01,0.92024539877301
1990-09-01,0.8358662613981699
1990-10-01,0.602863602110005
1990-11-01,0.2247191011236059
1990-12-01,0.0
1991-01-01,0.597907324364706
1991-02-01,0.1485884101040318
1991-03-01,0.1483679525222559
1991-04-01,0.1481481481481289
1991-05-01,0.2958579881656819
1991-06-01,0.2949852507374839
1991-07-01,0.147058823529393
1991-08-01,0.2936857562408239
1991-09-01,0.4392386530014659
1991-10-01,0.1457725947522059
1991-11-01,0.2911208151382839
1991-12-01,0.0725689404934594
1992-01-01,0.145032632342278
1992-02-01,0.362056480810998
1992-03-01,0.505050505050536
1992-04-01,0.143575017946859
1992-05-01,0.1433691756272409
1992-06-01,0.3579098067286961
1992-07-01,0.2139800285306809
1992-08-01,0.284697508896798
1992-09-01,0.283889283179561
1992-10-01,0.353857041755123
1992-11-01,0.141043723554302
1992-12-01,-0.0704225352112771
1993-01-01,0.4933051444679278
1993-02-01,0.3506311360448919
1993-03-01,0.34940600978336
1993-04-01,0.2785515320334269
1993-05-01,0.138888888888889
1993-06-01,0.1386962552011279
1993-07-01,0.0
1993-08-01,0.2770083102493088
1993-09-01,0.207182320441981
1993-10-01,0.4135079255685569
1993-11-01,0.0686341798215785
1993-12-01,0.0
1994-01-01,0.274348422496554
1994-02-01,0.34199726402188
1994-03-01,0.3408316291751979
1994-04-01,0.1358695652173919
1994-05-01,0.0678426051560472
1994-06-01,0.33898305084745
1994-07-01,0.270270270270271
1994-08-01,0.4043126684636139
1994-09-01,0.268456375838927
1994-10-01,0.0669344042838108
1994-11-01,0.1337792642140299
1994-12-01,0.0
1995-01-01,0.400801603206414
1995-02-01,0.3992015968063888
1995-03-01,0.3313452617627489
1995-04-01,0.3302509907529819
1995-05-01,0.197498354180374
1995-06-01,0.1971090670170919
1995-07-01,0.0
1995-08-01,0.2622950819672139
1995-09-01,0.196206671026807
1995-10-01,0.326370757180149
1995-11-01,-0.0650618087182741
1995-12-01,-0.0651041666666584
1996-01-01,0.586319218241036
1996-02-01,0.3238341968912019
1996-03-01,0.516462233699146
1996-04-01,0.385356454720635
1996-05-01,0.191938579654503
1996-06-01,0.0638569604086764
1996-07-01,0.1914486279515089
1996-08-01,0.19108280254778
1996-09-01,0.317863954227583
1996-10-01,0.3168567807351009
1996-11-01,0.1895135818066888
1996-12-01,0.0
1997-01-01,0.315258511979816
1997-02-01,0.3142677561282309
1997-03-01,0.2506265664160409
1997-04-01,0.1249999999999839
1997-05-01,-0.062421972534324
1997-06-01,0.1249219237976429
1997-07-01,0.1247660636306769
1997-08-01,0.1869158878504759
1997-09-01,0.2487562189054569
1997-10-01,0.2481389578163779
1997-11-01,-0.0618811881188039
1997-12-01,-0.12383900928791
1998-01-01,0.1859888406695359
1998-02-01,0.1856435643564449
1998-03-01,0.1852995676343348
1998-04-01,0.1849568434032149
1998-05-01,0.184615384615393
1998-06-01,0.1228501228501228
1998-07-01,0.1226993865030518
1998-08-01,0.1225490196078599
1998-09-01,0.122399020807818
1998-10-01,0.2444987775061299
1998-11-01,0.0
1998-12-01,-0.0609756097561058
1999-01-01,0.244051250762677
1999-02-01,0.1217285453438679
1999-03-01,0.3039513677811639
1999-04-01,0.727272727272714
1999-05-01,0.0
1999-06-01,0.0
1999-07-01,0.3008423586040849
1999-08-01,0.2399520095980968
1999-09-01,0.4787552363853839
1999-10-01,0.1786777843954659
1999-11-01,0.0594530321046453
1999-12-01,0.0
2000-01-01,0.2970885323826589
2000-02-01,0.592417061611377
2000-03-01,0.8244994110718371
2000-04-01,0.058411214953279
2000-05-01,0.1167542323409229
2000-06-01,0.5247813411078819
2000-07-01,0.23201856148492
2000-08-01,0.0
2000-09-01,0.5208333333333119
2000-10-01,0.1727115716753108
2000-11-01,0.0574712643678087
2000-12-01,-0.0574382538770748
2001-01-01,0.632183908045972
2001-02-01,0.39977155910909
2001-03-01,0.2275312855517488
2001-04-01,0.3972758229284999
2001-05-01,0.4522328999434578
2001-06-01,0.16882386043895
2001-07-01,-0.280898876404488
2001-08-01,0.0
2001-09-01,0.450704225352114
2001-10-01,-0.3365114974761799
2001-11-01,-0.1688238604389349
2001-12-01,-0.3945885005637069
2002-01-01,0.2263723825693279
2002-02-01,0.395256916996071
2002-03-01,0.562429696287966
2002-04-01,0.5592841163310839
2002-05-01,0.0
2002-06-01,0.055617352614023
2002-07-01,0.1111728738187739
2002-08-01,0.3331482509716839
2002-09-01,0.16602102933039
2002-10-01,0.165745856353599
2002-11-01,0.0
2002-12-01,-0.2206287920573639
2003-01-01,0.442233278054161
2003-02-01,0.770500825536602
2003-03-01,0.600764609502999
2003-04-01,-0.2171552660151868
2003-05-01,-0.1632208922742189
2003-06-01,0.108991825613079
2003-07-01,0.1088731627653788
2003-08-01,0.380641653072316
2003-09-01,0.3250270855904668
2003-10-01,-0.1079913606911449
2003-11-01,-0.2702702702702639
2003-12-01,-0.108401084010841
